time_s,fps,process_ms,nodes,objects,orphans,missions,trade_missions,ships,workers
1498.4,4038.0,0.51,50,1977,2,0,0,3,15
1499.4,3941.0,0.51,50,1977,2,0,0,3,15
1500.4,3998.0,0.52,50,1977,2,0,0,3,15
1501.4,3927.0,0.54,50,1977,2,0,0,3,15
1502.4,4036.0,0.50,50,1977,2,0,0,3,15
1503.4,4011.0,0.50,50,1977,2,0,0,3,15
1504.4,3908.0,0.51,50,1977,2,0,0,3,15
1505.4,4033.0,0.48,50,1977,2,0,0,3,15
1506.4,4022.0,0.51,50,1977,2,0,0,3,15
1507.4,4027.0,0.54,50,1977,2,0,0,3,15
1508.4,3962.0,0.53,50,1977,2,0,0,3,15
1509.4,3873.0,0.66,50,1977,2,0,0,3,15
1510.4,3968.0,0.49,50,1977,2,0,0,3,15
1511.4,3950.0,0.50,50,1977,2,0,0,3,15
1512.4,4024.0,0.68,50,1977,2,0,0,3,15
1513.4,4518.0,0.48,50,1977,2,0,0,3,15
1514.4,4300.0,0.47,50,1977,2,0,0,3,15
1515.4,4375.0,0.55,50,1977,2,0,0,3,15
1516.4,4407.0,0.51,50,1977,2,0,0,3,15
1517.4,4224.0,0.51,50,1977,2,0,0,3,15
1518.4,3948.0,0.55,50,1977,2,0,0,3,15
1519.4,3956.0,0.56,50,1977,2,0,0,3,15
1520.4,3922.0,0.53,50,1977,2,0,0,3,15
1521.4,4009.0,0.54,50,1977,2,0,0,3,15
1522.4,3967.0,0.57,50,1977,2,0,0,3,15
1523.4,3979.0,0.52,50,1977,2,0,0,3,15
1524.4,3904.0,0.55,50,1977,2,0,0,3,15
1525.4,4014.0,0.66,50,1977,2,0,0,3,15
1526.4,3999.0,0.52,50,1977,2,0,0,3,15
1527.4,4007.0,0.55,50,1977,2,0,0,3,15
1528.4,4414.0,1.37,50,1977,2,0,0,3,15
1529.4,4116.0,0.62,50,1977,2,0,0,3,15
1530.4,3951.0,0.55,50,1977,2,0,0,3,15
1531.4,4107.0,0.52,50,1977,2,0,0,3,15
1532.4,4011.0,0.61,50,1977,2,0,0,3,15
1533.4,3998.0,0.69,50,1977,2,0,0,3,15
1534.4,3968.0,0.55,50,1977,2,0,0,3,15
1535.4,3891.0,0.49,50,1977,2,0,0,3,15
1536.4,3876.0,0.49,50,1977,2,0,0,3,15
1537.4,4015.0,0.57,50,1977,2,0,0,3,15
1538.4,4219.0,13.16,50,1977,2,0,0,3,15
1539.4,4162.0,1.46,50,1977,2,0,0,3,15
1540.4,4125.0,0.72,50,1977,2,0,0,3,15
1541.4,4356.0,0.58,50,1977,2,0,0,3,15
1542.4,4436.0,0.45,50,1977,2,0,0,3,15
1543.4,4370.0,3.77,50,1977,2,0,0,3,15
1544.4,4333.0,0.54,50,1977,2,0,0,3,15
1545.4,4277.0,0.48,50,1977,2,0,0,3,15
1546.4,4409.0,0.54,50,1977,2,0,0,3,15
1547.4,4193.0,0.54,50,1977,2,0,0,3,15
1548.4,4166.0,0.50,50,1977,2,0,0,3,15
1549.4,4359.0,0.48,50,1977,2,0,0,3,15
1550.4,4401.0,0.53,50,1977,2,0,0,3,15
1551.4,4350.0,0.48,50,1977,2,0,0,3,15
1552.4,4353.0,0.52,50,1977,2,0,0,3,15
1553.4,4341.0,0.51,50,1977,2,0,0,3,15
1554.4,4410.0,0.50,50,1977,2,0,0,3,15
1555.4,4220.0,0.60,50,1977,2,0,0,3,15
1556.4,4219.0,0.61,50,1977,2,0,0,3,15
1557.4,4210.0,0.46,50,1977,2,0,0,3,15
1558.4,4356.0,0.49,50,1977,2,0,0,3,15
1559.4,4419.0,0.46,50,1977,2,0,0,3,15
1560.4,4263.0,0.49,50,1977,2,0,0,3,15
1561.4,4156.0,0.50,50,1977,2,0,0,3,15
1562.4,4320.0,0.48,50,1977,2,0,0,3,15
1563.4,4219.0,0.65,50,1977,2,0,0,3,15
1564.4,4314.0,0.50,50,1977,2,0,0,3,15
1565.4,4345.0,0.49,50,1977,2,0,0,3,15
1566.4,4349.0,0.60,50,1977,2,0,0,3,15
1567.4,4474.0,0.49,50,1977,2,0,0,3,15
1568.4,4363.0,0.52,50,1977,2,0,0,3,15
1569.4,4242.0,0.47,50,1977,2,0,0,3,15
1570.4,4358.0,0.57,50,1977,2,0,0,3,15
1571.4,4236.0,0.46,50,1977,2,0,0,3,15
1572.4,4148.0,0.52,50,1977,2,0,0,3,15
1573.4,4237.0,0.49,50,1977,2,0,0,3,15
1574.4,4161.0,0.49,50,1977,2,0,0,3,15
1575.4,4331.0,0.52,50,1977,2,0,0,3,15
1576.4,4288.0,0.49,50,1977,2,0,0,3,15
1577.4,4251.0,0.51,50,1977,2,0,0,3,15
1578.4,4205.0,0.51,50,1977,2,0,0,3,15
1579.4,4294.0,0.49,50,1977,2,0,0,3,15
1580.4,4354.0,0.50,50,1977,2,0,0,3,15
1581.4,4173.0,0.56,50,1977,2,0,0,3,15
1582.4,4120.0,0.46,50,1977,2,0,0,3,15
1583.4,4114.0,0.53,50,1977,2,0,0,3,15
1584.4,4307.0,0.75,50,1977,2,0,0,3,15
1585.4,4250.0,0.52,50,1977,2,0,0,3,15
1586.4,4343.0,0.49,50,1977,2,0,0,3,15
1587.4,4183.0,0.46,50,1977,2,0,0,3,15
1588.4,4348.0,0.48,50,1977,2,0,0,3,15
1589.4,4082.0,0.47,50,1977,2,0,0,3,15
1590.4,4276.0,0.48,50,1977,2,0,0,3,15
1591.4,4282.0,0.52,50,1977,2,0,0,3,15
1592.4,4230.0,0.75,50,1977,2,0,0,3,15
1593.4,4162.0,0.46,50,1977,2,0,0,3,15
1594.4,4165.0,0.51,50,1977,2,0,0,3,15
1595.4,4279.0,0.52,50,1977,2,0,0,3,15
1596.4,4105.0,0.44,50,1977,2,0,0,3,15
1597.4,4159.0,0.49,50,1977,2,0,0,3,15
1598.4,4201.0,0.50,50,1977,2,0,0,3,15
1599.4,4220.0,0.54,50,1977,2,0,0,3,15
1600.4,4139.0,0.49,50,1977,2,0,0,3,15
1601.4,4267.0,0.62,50,1977,2,0,0,3,15
1602.4,4274.0,0.59,50,1977,2,0,0,3,15
1603.4,4262.0,0.50,50,1977,2,0,0,3,15
1604.4,4309.0,0.48,50,1977,2,0,0,3,15
1605.4,4247.0,0.45,50,1977,2,0,0,3,15
1606.4,4179.0,0.47,50,1977,2,0,0,3,15
1607.4,4329.0,0.50,50,1977,2,0,0,3,15
1608.4,4212.0,0.48,50,1977,2,0,0,3,15
1609.4,4140.0,0.44,50,1977,2,0,0,3,15
1610.4,4327.0,0.64,50,1977,2,0,0,3,15
1611.4,4411.0,0.54,50,1977,2,0,0,3,15
1612.4,4334.0,0.51,50,1977,2,0,0,3,15
1613.4,4253.0,0.71,50,1977,2,0,0,3,15
1614.4,4313.0,0.49,50,1977,2,0,0,3,15
1615.4,4290.0,0.48,50,1977,2,0,0,3,15
1616.4,4420.0,0.49,50,1977,2,0,0,3,15
1617.4,4488.0,0.52,50,1977,2,0,0,3,15
1618.4,4404.0,0.51,50,1977,2,0,0,3,15
1619.4,4401.0,0.53,50,1977,2,0,0,3,15
1620.4,3976.0,0.53,50,1977,2,0,0,3,15
1621.4,3987.0,0.52,50,1977,2,0,0,3,15
1622.4,3890.0,0.57,50,1977,2,0,0,3,15
1623.4,4132.0,0.54,50,1977,2,0,0,3,15
1624.4,4008.0,0.51,50,1977,2,0,0,3,15
1625.4,3903.0,0.47,50,1977,2,0,0,3,15
1626.4,4136.0,0.51,50,1977,2,0,0,3,15
1627.4,3893.0,0.46,50,1977,2,0,0,3,15
1628.4,4056.0,0.51,50,1977,2,0,0,3,15
1629.4,3943.0,0.54,50,1977,2,0,0,3,15
1630.4,4032.0,0.50,50,1977,2,0,0,3,15
1631.4,4032.0,0.54,50,1977,2,0,0,3,15
1632.4,4041.0,0.62,50,1977,2,0,0,3,15
1633.4,3987.0,0.54,50,1977,2,0,0,3,15
1634.4,4037.0,0.51,50,1977,2,0,0,3,15
1635.4,4057.0,0.51,50,1977,2,0,0,3,15
1636.4,4010.0,0.49,50,1977,2,0,0,3,15
1637.4,3942.0,0.54,50,1977,2,0,0,3,15
1638.4,3878.0,0.46,50,1977,2,0,0,3,15
1639.4,3902.0,0.48,50,1977,2,0,0,3,15
1640.4,3872.0,0.49,50,1977,2,0,0,3,15
1641.4,3984.0,0.52,50,1977,2,0,0,3,15
1642.4,3903.0,0.54,50,1977,2,0,0,3,15
1643.4,3926.0,0.52,50,1977,2,0,0,3,15
1644.4,3938.0,0.53,50,1977,2,0,0,3,15
1645.4,3978.0,0.51,50,1977,2,0,0,3,15
1646.4,3877.0,0.57,50,1977,2,0,0,3,15
1647.4,3925.0,0.66,50,1977,2,0,0,3,15
1648.4,4020.0,0.54,50,1977,2,0,0,3,15
1649.4,4022.0,0.59,50,1977,2,0,0,3,15
1650.4,3990.0,0.51,50,1977,2,0,0,3,15
1651.4,3883.0,0.47,50,1977,2,0,0,3,15
1652.4,4089.0,0.48,50,1977,2,0,0,3,15
1653.4,3936.0,0.50,50,1977,2,0,0,3,15
1654.4,3922.0,0.50,50,1977,2,0,0,3,15
1655.4,4024.0,0.50,50,1977,2,0,0,3,15
1656.4,3970.0,0.51,50,1977,2,0,0,3,15
1657.4,3923.0,0.50,50,1977,2,0,0,3,15
1658.4,3945.0,0.57,50,1977,2,0,0,3,15
1659.4,3874.0,0.53,50,1977,2,0,0,3,15
1660.4,3926.0,0.53,50,1977,2,0,0,3,15
1661.4,4095.0,0.57,50,1977,2,0,0,3,15
1662.4,3943.0,0.53,50,1977,2,0,0,3,15
1663.4,4013.0,0.55,50,1977,2,0,0,3,15
1664.4,3976.0,0.60,50,1977,2,0,0,3,15
1665.4,4051.0,0.51,50,1977,2,0,0,3,15
1666.4,3937.0,0.49,50,1977,2,0,0,3,15
1667.4,4165.0,0.52,50,1977,2,0,0,3,15
1668.4,4124.0,0.47,50,1977,2,0,0,3,15
1669.4,3990.0,0.55,50,1977,2,0,0,3,15
1670.4,3937.0,0.52,50,1977,2,0,0,3,15
1671.4,3993.0,0.52,50,1977,2,0,0,3,15
1672.4,3897.0,0.54,50,1977,2,0,0,3,15
1673.4,3974.0,0.51,50,1977,2,0,0,3,15
1674.4,4012.0,0.58,50,1977,2,0,0,3,15
1675.4,3982.0,0.67,50,1977,2,0,0,3,15
1676.4,3974.0,0.49,50,1977,2,0,0,3,15
1677.4,3921.0,0.56,50,1977,2,0,0,3,15
1678.4,3862.0,0.48,50,1977,2,0,0,3,15
1679.4,3985.0,0.54,50,1977,2,0,0,3,15
1680.4,4156.0,0.58,50,1977,2,0,0,3,15
1681.4,3941.0,0.49,50,1977,2,0,0,3,15
1682.4,3944.0,0.52,50,1977,2,0,0,3,15
1683.4,3964.0,0.57,50,1977,2,0,0,3,15
1684.4,3883.0,0.52,50,1977,2,0,0,3,15
1685.4,4048.0,0.52,50,1977,2,0,0,3,15
1686.4,3930.0,0.55,50,1977,2,0,0,3,15
1687.4,3963.0,0.48,50,1977,2,0,0,3,15
1688.4,3995.0,0.54,50,1977,2,0,0,3,15
1689.4,4111.0,0.52,50,1977,2,0,0,3,15
1690.4,3881.0,0.49,50,1977,2,0,0,3,15
1691.4,3947.0,0.55,50,1977,2,0,0,3,15
1692.4,3966.0,0.55,50,1977,2,0,0,3,15
1693.4,4036.0,0.49,50,1977,2,0,0,3,15
1694.4,4006.0,0.52,50,1977,2,0,0,3,15
1695.4,4221.0,0.54,50,1977,2,0,0,3,15
1696.4,4360.0,0.54,50,1977,2,0,0,3,15
1697.4,4043.0,0.55,50,1977,2,0,0,3,15
1698.4,3982.0,0.50,50,1977,2,0,0,3,15
1699.4,3952.0,0.57,50,1977,2,0,0,3,15
1700.4,4014.0,0.54,50,1977,2,0,0,3,15
1701.4,4042.0,0.56,50,1977,2,0,0,3,15
1702.4,3987.0,0.50,50,1977,2,0,0,3,15
1703.4,4057.0,0.48,50,1977,2,0,0,3,15
1704.4,4032.0,0.54,50,1977,2,0,0,3,15
1705.4,4056.0,0.48,50,1977,2,0,0,3,15
1706.4,4074.0,0.49,50,1977,2,0,0,3,15
1707.4,3912.0,0.50,50,1977,2,0,0,3,15
1708.4,3940.0,0.49,50,1977,2,0,0,3,15
1709.4,3977.0,0.54,50,1977,2,0,0,3,15
1710.4,3990.0,0.49,50,1977,2,0,0,3,15
1711.4,4138.0,0.49,50,1977,2,0,0,3,15
1712.4,4118.0,0.54,50,1977,2,0,0,3,15
1713.4,4090.0,0.50,50,1977,2,0,0,3,15
1714.4,3911.0,0.51,50,1977,2,0,0,3,15
1715.4,3945.0,0.54,50,1977,2,0,0,3,15
1716.4,4030.0,0.48,50,1977,2,0,0,3,15
1717.4,3919.0,0.54,50,1977,2,0,0,3,15
1718.4,3952.0,0.51,50,1977,2,0,0,3,15
1719.4,3979.0,0.52,50,1977,2,0,0,3,15
1720.4,3890.0,0.48,50,1977,2,0,0,3,15
1721.4,4099.0,0.53,50,1977,2,0,0,3,15
1722.4,4181.0,0.56,50,1977,2,0,0,3,15
1723.4,3923.0,0.51,50,1977,2,0,0,3,15
1724.4,3963.0,0.53,50,1977,2,0,0,3,15
1725.4,3965.0,0.50,50,1977,2,0,0,3,15
1726.4,3965.0,0.49,50,1977,2,0,0,3,15
1727.4,3926.0,0.57,50,1977,2,0,0,3,15
1728.4,3977.0,0.58,50,1977,2,0,0,3,15
1729.4,3869.0,0.55,50,1977,2,0,0,3,15
1730.4,3886.0,0.52,50,1977,2,0,0,3,15
1731.4,3958.0,0.52,50,1977,2,0,0,3,15
1732.4,3975.0,0.51,50,1977,2,0,0,3,15
1733.4,4003.0,0.53,50,1977,2,0,0,3,15
1734.4,3966.0,0.57,50,1977,2,0,0,3,15
1735.4,3930.0,0.57,50,1977,2,0,0,3,15
1736.4,4032.0,0.50,50,1977,2,0,0,3,15
1737.4,3958.0,0.50,50,1977,2,0,0,3,15
1738.4,4009.0,0.57,50,1977,2,0,0,3,15
1739.4,3979.0,0.65,50,1977,2,0,0,3,15
1740.4,4212.0,0.53,50,1977,2,0,0,3,15
1741.4,4360.0,0.52,50,1977,2,0,0,3,15
1742.4,4334.0,0.49,50,1977,2,0,0,3,15
1743.4,4376.0,0.47,50,1977,2,0,0,3,15
1744.4,4322.0,0.51,50,1977,2,0,0,3,15
1745.4,4390.0,0.54,50,1977,2,0,0,3,15
1746.4,4247.0,0.51,50,1977,2,0,0,3,15
1747.4,4275.0,0.47,50,1977,2,0,0,3,15
1748.4,3893.0,0.51,50,1977,2,0,0,3,15
1749.4,3989.0,0.53,50,1977,2,0,0,3,15
1750.4,3932.0,0.51,50,1977,2,0,0,3,15
1751.4,4016.0,0.51,50,1977,2,0,0,3,15
1752.4,4025.0,0.51,50,1977,2,0,0,3,15
1753.4,3925.0,0.53,50,1977,2,0,0,3,15
1754.4,3929.0,0.53,50,1977,2,0,0,3,15
1755.4,3933.0,0.65,50,1977,2,0,0,3,15
1756.4,3966.0,0.52,50,1977,2,0,0,3,15
1757.4,4014.0,0.73,50,1977,2,0,0,3,15
1758.4,3992.0,0.50,50,1977,2,0,0,3,15
1759.4,3960.0,0.52,50,1977,2,0,0,3,15
1760.4,3929.0,0.51,50,1977,2,0,0,3,15
1761.4,3916.0,0.52,50,1977,2,0,0,3,15
1762.4,3956.0,0.56,50,1977,2,0,0,3,15
1763.4,4062.0,0.54,50,1977,2,0,0,3,15
1764.4,4028.0,0.56,50,1977,2,0,0,3,15
1765.4,4099.0,0.49,50,1977,2,0,0,3,15
1766.4,4060.0,0.52,50,1977,2,0,0,3,15
1767.4,4083.0,0.56,50,1977,2,0,0,3,15
1768.4,3977.0,0.50,50,1977,2,0,0,3,15
1769.4,3955.0,0.57,50,1977,2,0,0,3,15
1770.5,4070.0,0.49,50,1977,2,0,0,3,15
1771.5,3974.0,0.49,50,1977,2,0,0,3,15
1772.5,3976.0,0.54,50,1977,2,0,0,3,15
1773.5,3970.0,0.52,50,1977,2,0,0,3,15
1774.5,3907.0,0.51,50,1977,2,0,0,3,15
1775.5,3970.0,0.52,50,1977,2,0,0,3,15
1776.5,3994.0,0.56,50,1977,2,0,0,3,15
1777.5,3941.0,0.55,50,1977,2,0,0,3,15
1778.5,3926.0,0.48,50,1977,2,0,0,3,15
1779.5,3958.0,0.51,50,1977,2,0,0,3,15
1780.5,3899.0,0.51,50,1977,2,0,0,3,15
1781.5,3883.0,0.56,50,1977,2,0,0,3,15
1782.5,3919.0,0.57,50,1977,2,0,0,3,15
1783.5,4000.0,0.54,50,1977,2,0,0,3,15
1784.5,3992.0,0.50,50,1977,2,0,0,3,15
1785.5,3915.0,0.54,50,1977,2,0,0,3,15
1786.5,3984.0,0.49,50,1977,2,0,0,3,15
1787.5,4029.0,0.52,50,1977,2,0,0,3,15
1788.5,3993.0,0.53,50,1977,2,0,0,3,15
1789.5,3932.0,0.49,50,1977,2,0,0,3,15
1790.5,4023.0,0.51,50,1977,2,0,0,3,15
1791.5,3973.0,0.55,50,1977,2,0,0,3,15
1792.5,4043.0,0.49,50,1977,2,0,0,3,15
1793.5,4316.0,0.51,50,1977,2,0,0,3,15
1794.5,3984.0,0.54,50,1977,2,0,0,3,15
1795.5,3916.0,0.49,50,1977,2,0,0,3,15
1796.5,3992.0,0.56,50,1977,2,0,0,3,15
1797.5,4041.0,0.50,50,1977,2,0,0,3,15
1798.5,3804.0,0.49,50,1977,2,0,0,3,15
1799.5,3962.0,0.54,50,1977,2,0,0,3,15
1800.5,3981.0,0.51,50,1977,2,0,0,3,15
1801.5,3946.0,0.53,50,1977,2,0,0,3,15
1802.5,4013.0,0.54,50,1977,2,0,0,3,15
1803.5,3945.0,0.57,50,1977,2,0,0,3,15
1804.5,4023.0,0.52,50,1977,2,0,0,3,15
1805.5,3958.0,0.49,50,1977,2,0,0,3,15
1806.5,3994.0,0.54,50,1977,2,0,0,3,15
1807.5,3926.0,0.51,50,1977,2,0,0,3,15
1808.5,3990.0,0.52,50,1977,2,0,0,3,15
1809.5,3972.0,0.54,50,1977,2,0,0,3,15
1810.5,3959.0,0.50,50,1977,2,0,0,3,15
1811.5,3908.0,0.52,50,1977,2,0,0,3,15
1812.5,3938.0,0.46,50,1977,2,0,0,3,15
1813.5,4015.0,0.52,50,1977,2,0,0,3,15
1814.5,3972.0,0.51,50,1977,2,0,0,3,15
1815.5,4004.0,0.54,50,1977,2,0,0,3,15
1816.5,3940.0,0.53,50,1977,2,0,0,3,15
1817.5,3988.0,0.51,50,1977,2,0,0,3,15
1818.5,3891.0,0.52,50,1977,2,0,0,3,15
1819.5,3888.0,0.52,50,1977,2,0,0,3,15
1820.5,3999.0,0.52,50,1977,2,0,0,3,15
1821.5,4243.0,0.55,50,1977,2,0,0,3,15
1822.5,3983.0,0.55,50,1977,2,0,0,3,15
1823.5,3965.0,0.58,50,1977,2,0,0,3,15
1824.5,3970.0,0.51,50,1977,2,0,0,3,15
1825.5,3940.0,0.56,50,1977,2,0,0,3,15
1826.5,4054.0,0.53,50,1977,2,0,0,3,15
1827.5,3922.0,0.53,50,1977,2,0,0,3,15
1828.5,3917.0,0.52,50,1977,2,0,0,3,15
1829.5,4023.0,0.55,50,1977,2,0,0,3,15
1830.5,3958.0,0.52,50,1977,2,0,0,3,15
1831.5,3919.0,0.52,50,1977,2,0,0,3,15
1832.5,3925.0,0.50,50,1977,2,0,0,3,15
1833.5,3937.0,0.59,50,1977,2,0,0,3,15
1834.5,4039.0,0.47,50,1977,2,0,0,3,15
1835.5,3968.0,0.63,50,1977,2,0,0,3,15
1836.5,4034.0,0.57,50,1977,2,0,0,3,15
1837.5,3959.0,0.48,50,1977,2,0,0,3,15
1838.5,3990.0,0.54,50,1977,2,0,0,3,15
1839.5,3946.0,0.56,50,1977,2,0,0,3,15
1840.5,3894.0,0.50,50,1977,2,0,0,3,15
1841.5,3945.0,0.55,50,1977,2,0,0,3,15
1842.5,3912.0,0.49,50,1977,2,0,0,3,15
1843.5,4020.0,0.68,50,1977,2,0,0,3,15
1844.5,3858.0,0.59,50,1977,2,0,0,3,15
1845.5,3997.0,0.53,50,1977,2,0,0,3,15
1846.5,3913.0,0.53,50,1977,2,0,0,3,15
1847.5,3917.0,0.49,50,1977,2,0,0,3,15
1848.5,3857.0,0.51,50,1977,2,0,0,3,15
1849.5,3921.0,0.49,50,1977,2,0,0,3,15
1850.5,3892.0,0.51,50,1977,2,0,0,3,15
1851.5,3969.0,0.53,50,1977,2,0,0,3,15
1852.5,4031.0,0.54,50,1977,2,0,0,3,15
1853.5,3929.0,0.51,50,1977,2,0,0,3,15
1854.5,3967.0,0.53,50,1977,2,0,0,3,15
1855.5,4000.0,0.61,50,1977,2,0,0,3,15
1856.5,4001.0,0.53,50,1977,2,0,0,3,15
1857.5,3958.0,0.53,50,1977,2,0,0,3,15
1858.5,4006.0,0.70,50,1977,2,0,0,3,15
1859.5,4127.0,0.50,50,1977,2,0,0,3,15
1860.5,3978.0,0.62,50,1977,2,0,0,3,15
1861.5,3986.0,0.64,50,1977,2,0,0,3,15
1862.5,3976.0,0.60,50,1977,2,0,0,3,15
1863.5,3970.0,0.60,50,1977,2,0,0,3,15
1864.5,3991.0,0.69,50,1977,2,0,0,3,15
1865.5,3912.0,0.54,50,1977,2,0,0,3,15
1866.5,3998.0,0.57,50,1977,2,0,0,3,15
1867.5,3984.0,0.53,50,1977,2,0,0,3,15
1868.5,4128.0,0.50,50,1977,2,0,0,3,15
1869.5,4224.0,0.56,50,1977,2,0,0,3,15
1870.5,4228.0,0.48,50,1977,2,0,0,3,15
1871.5,4442.0,0.49,50,1977,2,0,0,3,15
1872.5,4432.0,0.45,50,1977,2,0,0,3,15
1873.5,4281.0,0.56,50,1977,2,0,0,3,15
1874.5,4370.0,0.56,50,1977,2,0,0,3,15
1875.5,4267.0,0.49,50,1977,2,0,0,3,15
1876.5,3899.0,0.50,50,1977,2,0,0,3,15
1877.5,3913.0,0.52,50,1977,2,0,0,3,15
1878.5,3921.0,0.50,50,1977,2,0,0,3,15
1879.5,3837.0,0.49,50,1977,2,0,0,3,15
1880.5,3930.0,0.58,50,1977,2,0,0,3,15
1881.5,3910.0,0.54,50,1977,2,0,0,3,15
1882.5,4174.0,0.53,50,1977,2,0,0,3,15
1883.5,3991.0,0.52,50,1977,2,0,0,3,15
1884.5,3909.0,0.59,50,1977,2,0,0,3,15
1885.5,3993.0,0.54,50,1977,2,0,0,3,15
1886.5,3986.0,0.51,50,1977,2,0,0,3,15
1887.5,3831.0,0.46,50,1977,2,0,0,3,15
1888.5,3869.0,0.49,50,1977,2,0,0,3,15
1889.5,3960.0,0.49,50,1977,2,0,0,3,15
1890.5,3998.0,0.54,50,1977,2,0,0,3,15
1891.5,3970.0,0.55,50,1977,2,0,0,3,15
1892.5,3886.0,0.53,50,1977,2,0,0,3,15
1893.5,4054.0,0.51,50,1977,2,0,0,3,15
1894.5,3933.0,0.53,50,1977,2,0,0,3,15
1895.5,4074.0,0.54,50,1977,2,0,0,3,15
1896.5,3839.0,0.49,50,1977,2,0,0,3,15
1897.5,4000.0,0.48,50,1977,2,0,0,3,15
1898.5,3894.0,0.53,50,1977,2,0,0,3,15
1899.5,4201.0,0.48,50,1977,2,0,0,3,15
1900.5,4077.0,0.62,50,1977,2,0,0,3,15
1901.5,4026.0,0.50,50,1977,2,0,0,3,15
1902.5,4021.0,0.51,50,1977,2,0,0,3,15
1903.5,3942.0,0.47,50,1977,2,0,0,3,15
1904.5,3926.0,0.45,50,1977,2,0,0,3,15
1905.5,3911.0,0.57,50,1977,2,0,0,3,15
1906.5,4045.0,0.55,50,1977,2,0,0,3,15
1907.5,4038.0,0.51,50,1977,2,0,0,3,15
1908.5,3868.0,0.52,50,1977,2,0,0,3,15
1909.5,3978.0,0.47,50,1977,2,0,0,3,15
1910.5,4077.0,0.52,50,1977,2,0,0,3,15
1911.5,3935.0,0.58,50,1977,2,0,0,3,15
1912.5,3986.0,0.53,50,1977,2,0,0,3,15
1913.5,3944.0,0.54,50,1977,2,0,0,3,15
1914.5,3906.0,0.49,50,1977,2,0,0,3,15
1915.5,4012.0,0.57,50,1977,2,0,0,3,15
1916.5,3907.0,0.54,50,1977,2,0,0,3,15
1917.5,4047.0,0.52,50,1977,2,0,0,3,15
1918.5,4020.0,0.50,50,1977,2,0,0,3,15
1919.5,3859.0,0.51,50,1977,2,0,0,3,15
1920.5,3854.0,0.49,50,1977,2,0,0,3,15
1921.5,3914.0,0.50,50,1977,2,0,0,3,15
1922.5,3917.0,0.52,50,1977,2,0,0,3,15
1923.5,3991.0,0.66,50,1977,2,0,0,3,15
1924.5,4082.0,0.58,50,1977,2,0,0,3,15
1925.5,3863.0,0.52,50,1977,2,0,0,3,15
1926.5,3995.0,0.48,50,1977,2,0,0,3,15
1927.5,3899.0,0.53,50,1977,2,0,0,3,15
1928.5,3936.0,0.50,50,1977,2,0,0,3,15
1929.5,4103.0,0.52,50,1977,2,0,0,3,15
1930.5,3865.0,0.56,50,1977,2,0,0,3,15
1931.5,3887.0,0.52,50,1977,2,0,0,3,15
1932.5,3958.0,0.53,50,1977,2,0,0,3,15
1933.5,3945.0,0.52,50,1977,2,0,0,3,15
1934.5,3977.0,0.49,50,1977,2,0,0,3,15
1935.5,3929.0,0.51,50,1977,2,0,0,3,15
1936.5,3927.0,0.49,50,1977,2,0,0,3,15
1937.5,3987.0,0.53,50,1977,2,0,0,3,15
1938.5,3920.0,0.49,50,1977,2,0,0,3,15
1939.5,3925.0,0.52,50,1977,2,0,0,3,15
1940.5,4003.0,0.51,50,1977,2,0,0,3,15
1941.5,3872.0,0.51,50,1977,2,0,0,3,15
1942.5,3996.0,0.54,50,1977,2,0,0,3,15
1943.5,3978.0,0.51,50,1977,2,0,0,3,15
1944.5,3897.0,0.64,50,1977,2,0,0,3,15
1945.5,3968.0,0.51,50,1977,2,0,0,3,15
1946.5,3992.0,0.52,50,1977,2,0,0,3,15
1947.5,3839.0,0.60,50,1977,2,0,0,3,15
1948.5,3902.0,0.50,50,1977,2,0,0,3,15
1949.5,3915.0,0.51,50,1977,2,0,0,3,15
1950.5,4061.0,0.54,50,1977,2,0,0,3,15
1951.5,4053.0,0.49,50,1977,2,0,0,3,15
1952.5,3890.0,0.50,50,1977,2,0,0,3,15
1953.5,3976.0,0.51,50,1977,2,0,0,3,15
1954.5,3920.0,0.54,50,1977,2,0,0,3,15
1955.5,3928.0,0.51,50,1977,2,0,0,3,15
1956.5,3875.0,0.52,50,1977,2,0,0,3,15
1957.5,3972.0,0.50,50,1977,2,0,0,3,15
1958.5,4040.0,0.52,50,1977,2,0,0,3,15
1959.5,4104.0,0.52,50,1977,2,0,0,3,15
1960.5,4008.0,0.46,50,1977,2,0,0,3,15
1961.5,3895.0,0.49,50,1977,2,0,0,3,15
1962.5,3887.0,0.52,50,1977,2,0,0,3,15
1963.5,3903.0,0.51,50,1977,2,0,0,3,15
1964.5,3949.0,0.52,50,1977,2,0,0,3,15
1965.5,3905.0,0.52,50,1977,2,0,0,3,15
1966.5,4032.0,0.53,50,1977,2,0,0,3,15
1967.5,4019.0,0.56,50,1977,2,0,0,3,15
1968.5,3937.0,0.49,50,1977,2,0,0,3,15
1969.5,4088.0,0.49,50,1977,2,0,0,3,15
1970.5,3894.0,0.56,50,1977,2,0,0,3,15
1971.5,3955.0,0.56,50,1977,2,0,0,3,15
1972.5,4019.0,0.54,50,1977,2,0,0,3,15
1973.5,3978.0,0.51,50,1977,2,0,0,3,15
1974.5,4014.0,0.56,50,1977,2,0,0,3,15
1975.5,4003.0,0.53,50,1977,2,0,0,3,15
1976.5,4100.0,0.53,50,1977,2,0,0,3,15
1977.5,3941.0,0.52,50,1977,2,0,0,3,15
1978.5,3968.0,0.56,50,1977,2,0,0,3,15
